validation_instance_id	workload_id	repeat_id	primary_instance	ranking_mode	comparison_status	reference_candidate_count	candidate_candidate_count	matched_count	informative_for_recovery	binary_gate_denominator_eligible	binary_success	double_empty	recall	precision	top1_retained	complete_set_success	rbo5_diagnostic	ambiguous_matching	technical_failure	technical_failure_reason	input_identity_pass	matching_started	strict_row_equal	classifications	evidence_role
bts3_w056__repeat00	bts3_w056	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w056__repeat00	bts3_w056	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w056__repeat00	bts3_w056	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w057__repeat00	bts3_w057	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w057__repeat00	bts3_w057	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w057__repeat00	bts3_w057	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w058__repeat00	bts3_w058	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w058__repeat00	bts3_w058	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w058__repeat00	bts3_w058	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w059__repeat00	bts3_w059	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w059__repeat00	bts3_w059	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w059__repeat00	bts3_w059	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w060__repeat00	bts3_w060	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w060__repeat00	bts3_w060	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w060__repeat00	bts3_w060	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w061__repeat00	bts3_w061	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w061__repeat00	bts3_w061	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w061__repeat00	bts3_w061	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w062__repeat00	bts3_w062	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w062__repeat00	bts3_w062	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w062__repeat00	bts3_w062	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w063__repeat00	bts3_w063	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w063__repeat00	bts3_w063	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w063__repeat00	bts3_w063	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w064__repeat00	bts3_w064	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w064__repeat00	bts3_w064	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w064__repeat00	bts3_w064	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w065__repeat00	bts3_w065	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w065__repeat00	bts3_w065	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w065__repeat00	bts3_w065	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w066__repeat00	bts3_w066	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w066__repeat00	bts3_w066	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w066__repeat00	bts3_w066	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w067__repeat00	bts3_w067	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w067__repeat00	bts3_w067	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w067__repeat00	bts3_w067	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w068__repeat00	bts3_w068	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w068__repeat00	bts3_w068	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w068__repeat00	bts3_w068	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w069__repeat00	bts3_w069	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w069__repeat00	bts3_w069	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w069__repeat00	bts3_w069	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w070__repeat00	bts3_w070	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w070__repeat00	bts3_w070	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w070__repeat00	bts3_w070	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w071__repeat00	bts3_w071	0	1	score	clean_double_empty_noninformative	0	0	0	0	0	NA	1	NA	NA	0	NA	0	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w071__repeat00	bts3_w071	0	1	stability	clean_double_empty_noninformative	0	0	0	0	0	NA	1	NA	NA	0	NA	0	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w071__repeat00	bts3_w071	0	1	nt	clean_double_empty_noninformative	0	0	0	0	0	NA	1	NA	NA	0	NA	0	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w072__repeat00	bts3_w072	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w072__repeat00	bts3_w072	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w072__repeat00	bts3_w072	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w073__repeat00	bts3_w073	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w073__repeat00	bts3_w073	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w073__repeat00	bts3_w073	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w074__repeat00	bts3_w074	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w074__repeat00	bts3_w074	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w074__repeat00	bts3_w074	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w075__repeat00	bts3_w075	0	1	score	scientific_mismatch	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w075__repeat00	bts3_w075	0	1	stability	scientific_mismatch	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w075__repeat00	bts3_w075	0	1	nt	scientific_mismatch	5	5	4	1	1	0	0	4/5	4/5	1	0	164711/200000	0	0	NA	1	1	0	true candidate-site substitution;extra candidate site;missing candidate site;same candidate site endpoint shift;strict-row diagnostic mismatch	fresh_concordance_promotion
bts3_w076__repeat00	bts3_w076	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w076__repeat00	bts3_w076	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w076__repeat00	bts3_w076	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w077__repeat00	bts3_w077	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w077__repeat00	bts3_w077	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w077__repeat00	bts3_w077	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w078__repeat00	bts3_w078	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w078__repeat00	bts3_w078	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w078__repeat00	bts3_w078	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w079__repeat00	bts3_w079	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w079__repeat00	bts3_w079	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w079__repeat00	bts3_w079	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w080__repeat00	bts3_w080	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w080__repeat00	bts3_w080	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w080__repeat00	bts3_w080	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w081__repeat00	bts3_w081	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w081__repeat00	bts3_w081	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w081__repeat00	bts3_w081	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w082__repeat00	bts3_w082	0	1	score	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w082__repeat00	bts3_w082	0	1	stability	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w082__repeat00	bts3_w082	0	1	nt	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w083__repeat00	bts3_w083	0	1	score	pass	2	2	2	1	1	1	0	1	1	1	1	54289/100000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w083__repeat00	bts3_w083	0	1	stability	pass	2	2	2	1	1	1	0	1	1	1	1	54289/100000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w083__repeat00	bts3_w083	0	1	nt	pass	2	2	2	1	1	1	0	1	1	1	1	54289/100000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w084__repeat00	bts3_w084	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w084__repeat00	bts3_w084	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w084__repeat00	bts3_w084	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w085__repeat00	bts3_w085	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w085__repeat00	bts3_w085	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w085__repeat00	bts3_w085	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w086__repeat00	bts3_w086	0	1	score	pass	4	4	4	1	1	1	0	1	1	1	1	43439/50000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w086__repeat00	bts3_w086	0	1	stability	pass	4	4	4	1	1	1	0	1	1	1	1	43439/50000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w086__repeat00	bts3_w086	0	1	nt	pass	4	4	4	1	1	1	0	1	1	1	1	43439/50000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w087__repeat00	bts3_w087	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w087__repeat00	bts3_w087	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w087__repeat00	bts3_w087	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w088__repeat00	bts3_w088	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w088__repeat00	bts3_w088	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w088__repeat00	bts3_w088	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w089__repeat00	bts3_w089	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w089__repeat00	bts3_w089	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w089__repeat00	bts3_w089	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w090__repeat00	bts3_w090	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w090__repeat00	bts3_w090	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w090__repeat00	bts3_w090	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w091__repeat00	bts3_w091	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w091__repeat00	bts3_w091	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w091__repeat00	bts3_w091	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w092__repeat00	bts3_w092	0	1	score	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w092__repeat00	bts3_w092	0	1	stability	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w092__repeat00	bts3_w092	0	1	nt	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w093__repeat00	bts3_w093	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w093__repeat00	bts3_w093	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w093__repeat00	bts3_w093	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w094__repeat00	bts3_w094	0	1	score	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w094__repeat00	bts3_w094	0	1	stability	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w094__repeat00	bts3_w094	0	1	nt	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w095__repeat00	bts3_w095	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w095__repeat00	bts3_w095	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w095__repeat00	bts3_w095	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w096__repeat00	bts3_w096	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w096__repeat00	bts3_w096	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w096__repeat00	bts3_w096	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat00	bts3_w097	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat00	bts3_w097	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat00	bts3_w097	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat01	bts3_w097	1	0	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat01	bts3_w097	1	0	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w097__repeat01	bts3_w097	1	0	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w098__repeat00	bts3_w098	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w098__repeat00	bts3_w098	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w098__repeat00	bts3_w098	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w099__repeat00	bts3_w099	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w099__repeat00	bts3_w099	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w099__repeat00	bts3_w099	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w100__repeat00	bts3_w100	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w100__repeat00	bts3_w100	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w100__repeat00	bts3_w100	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w101__repeat00	bts3_w101	0	1	score	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w101__repeat00	bts3_w101	0	1	stability	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w101__repeat00	bts3_w101	0	1	nt	pass	3	3	3	1	1	1	0	1	1	1	1	143867/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w102__repeat00	bts3_w102	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w102__repeat00	bts3_w102	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w102__repeat00	bts3_w102	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w103__repeat00	bts3_w103	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w103__repeat00	bts3_w103	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w103__repeat00	bts3_w103	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w104__repeat00	bts3_w104	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w104__repeat00	bts3_w104	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w104__repeat00	bts3_w104	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w105__repeat00	bts3_w105	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w105__repeat00	bts3_w105	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w105__repeat00	bts3_w105	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w106__repeat00	bts3_w106	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w106__repeat00	bts3_w106	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w106__repeat00	bts3_w106	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w107__repeat00	bts3_w107	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w107__repeat00	bts3_w107	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w107__repeat00	bts3_w107	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w108__repeat00	bts3_w108	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w108__repeat00	bts3_w108	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w108__repeat00	bts3_w108	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w109__repeat00	bts3_w109	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w109__repeat00	bts3_w109	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w109__repeat00	bts3_w109	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w110__repeat00	bts3_w110	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w110__repeat00	bts3_w110	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w110__repeat00	bts3_w110	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w111__repeat00	bts3_w111	0	1	score	pass	2	2	2	1	1	1	0	1	1	1	1	54289/100000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w111__repeat00	bts3_w111	0	1	stability	pass	2	2	2	1	1	1	0	1	1	1	1	54289/100000	0	0	NA	1	1	1	none	fresh_concordance_promotion
